time,charge
111.00000000001988,0.0
112.00000000002039,0.0
113.0000000000209,0.0
114.00000000002142,0.0
115.00000000002193,-0.4
116.00000000002244,-0.8
117.00000000002295,-1.0
118.00000000002346,-1.0
119.00000000002397,-1.0
120.00000000002449,-1.0
121.000000000025,-1.0
122.00000000002551,-1.0
123.00000000002602,-1.0
124.00000000002653,-1.0
125.00000000002704,-1.0
126.00000000002755,-1.0
127.00000000002807,-1.0
128.00000000002856,-1.0
129.00000000002765,-1.2
130.00000000002674,-1.2
131.00000000002584,-1.0
132.00000000002493,-1.0
133.00000000002402,-1.0
134.0000000000231,-1.0
135.0000000000222,-1.0
136.0000000000213,-1.0
137.00000000002038,-1.0
138.00000000001947,-1.0
139.00000000001856,-1.0
140.00000000001765,-1.0
141.00000000001674,-1.0
142.00000000001583,-1.0
143.00000000001492,-1.0
144.000000000014,-1.0
145.0000000000131,-1.0
146.0000000000122,-1.0
147.00000000001128,-1.0
148.00000000001037,-1.0
149.00000000000946,-1.0
150.00000000000855,-1.0
151.00000000000765,-1.2
152.00000000000674,-1.2
153.00000000000583,-1.0
154.00000000000492,-1.0
155.000000000004,-1.0
156.0000000000031,-1.0
157.0000000000022,-1.0
158.00000000000128,-1.0
159.00000000000037,-0.8
159.99999999999946,-1.0
160.99999999999855,-1.0
161.99999999999764,-1.0
162.99999999999673,-1.0
163.99999999999582,-1.0
164.9999999999949,-1.0
165.999999999994,-1.0
166.9999999999931,-1.0
167.99999999999218,-1.0
168.99999999999127,-1.0
169.99999999999037,-1.0
170.99999999998946,-1.0
171.99999999998855,-1.0
172.99999999998764,-1.0
173.99999999998673,-1.0
174.99999999998582,-1.0
175.9999999999849,-1.0
176.999999999984,-1.0
177.9999999999831,-1.0
178.99999999998218,-1.0
179.99999999998127,-1.0
180.99999999998036,-1.0
181.99999999997945,-1.0
182.99999999997854,-1.0
183.99999999997763,-1.0
184.99999999997672,-1.0
185.9999999999758,-1.0
186.9999999999749,-1.0
187.999999999974,-1.0
188.99999999997308,-1.0
189.99999999997218,-1.0
190.99999999997127,-1.0
191.99999999997036,-1.0
192.99999999996945,-1.0
193.99999999996854,-1.0
194.99999999996763,-1.0
195.99999999996672,-1.0
196.9999999999658,-1.0
197.9999999999649,-1.0
198.999999999964,-1.0
199.99999999996308,-1.0
200.99999999996217,-1.0
201.99999999996126,-1.0
202.99999999996035,-1.0
203.99999999995944,-1.0
204.99999999995853,-1.0
205.99999999995762,-1.0
206.9999999999567,-1.0
207.9999999999558,-1.0
208.9999999999549,-1.0
209.99999999995399,-1.0
210.99999999995308,-1.0
211.99999999995217,-1.0
212.99999999995126,-1.0
213.99999999995035,-1.0
214.99999999994944,-0.8
215.99999999994853,-0.8
216.99999999994762,-0.8
217.9999999999467,-1.0
218.9999999999458,-1.0
219.9999999999449,-1.0
220.99999999994398,-1.0
221.99999999994307,-1.0
222.99999999994216,-1.0
223.99999999994125,-1.0
